,Weather_key,is_day,temperature,sunset,sunrise,precipitation
1933,1933,0,0.5,2019-12-01T16:41,2019-12-01T07:31,0.8
1934,1934,1,11.1,2019-10-28T17:14,2019-10-28T06:48,0.0
1935,1935,1,8.4,2019-10-29T17:12,2019-10-29T06:49,0.0
1936,1936,0,9.6,2019-10-30T17:11,2019-10-30T06:50,0.0
1937,1937,0,7.4,2019-10-30T17:11,2019-10-30T06:50,1.0
1938,1938,1,-5.2,2019-12-03T16:40,2019-12-03T07:33,0.0
1939,1939,0,-6.5,2019-12-06T16:40,2019-12-06T07:36,0.0
1940,1940,0,7.8,2019-10-30T17:11,2019-10-30T06:50,0.8
1941,1941,0,-5.6,2019-12-06T16:40,2019-12-06T07:36,0.0
1942,1942,0,4.7,2019-11-01T17:09,2019-11-01T06:53,0.0
1943,1943,1,5.0,2019-12-08T16:40,2019-12-08T07:37,0.0
1944,1944,0,5.0,2019-11-01T17:08,2019-11-01T06:53,0.0
1945,1945,0,8.0,2019-12-09T16:40,2019-12-09T07:38,0.3
1946,1946,0,1.5,2019-11-03T17:06,2019-11-03T06:56,0.0
1947,1947,1,0.1,2019-12-10T16:40,2019-12-10T07:40,0.0
1948,1948,1,6.7,2019-11-04T17:05,2019-11-04T06:57,0.3
1949,1949,0,-5.9,2019-12-11T16:40,2019-12-11T07:40,0.0
1950,1950,1,5.3,2019-11-06T17:02,2019-11-06T06:59,0.1
1951,1951,0,-6.9,2019-12-11T16:41,2019-12-11T07:41,0.0
1952,1952,0,-0.3,2019-11-07T17:00,2019-11-07T07:01,0.7
1953,1953,0,-5.8,2019-11-08T16:59,2019-11-08T07:02,0.0
1954,1954,1,3.3,2019-12-13T16:41,2019-12-13T07:42,0.0
1955,1955,0,0.7,2019-12-13T16:40,2019-12-13T07:43,0.0
1956,1956,0,1.0,2019-12-14T16:41,2019-12-14T07:43,0.3
1957,1957,1,7.3,2019-11-10T16:57,2019-11-10T07:05,0.0
1958,1958,0,1.5,2019-12-14T16:40,2019-12-14T07:43,0.9
1959,1959,0,1.2,2019-12-14T16:40,2019-12-14T07:43,0.7
1960,1960,0,1.4,2019-12-15T16:40,2019-12-15T07:43,0.0
1961,1961,0,0.5,2019-12-15T16:41,2019-12-15T07:44,0.0
1962,1962,1,2.4,2019-12-16T16:42,2019-12-16T07:45,0.0
1963,1963,1,-7.6,2019-12-18T16:42,2019-12-18T07:46,0.0
1964,1964,0,-12.0,2019-12-18T16:41,2019-12-18T07:45,0.0
1965,1965,1,-5.0,2019-12-20T16:42,2019-12-20T07:47,0.0
1966,1966,0,1.1,2020-01-04T16:53,2020-01-04T07:51,0.0
1967,1967,0,0.3,2020-01-04T16:53,2020-01-04T07:50,0.0
1968,1968,1,2.4,2020-01-06T16:55,2020-01-06T07:51,0.0
1969,1969,0,2.5,2020-01-07T16:56,2020-01-07T07:50,0.0
1970,1970,1,-4.3,2020-01-09T16:59,2020-01-09T07:51,0.0
1971,1971,1,4.2,2020-01-10T16:59,2020-01-10T07:49,0.1
1972,1972,1,2.3,2020-01-11T17:01,2020-01-11T07:49,4.2
1973,1973,0,2.0,2020-01-11T17:01,2020-01-11T07:50,1.1
1974,1974,0,1.9,2020-01-11T17:01,2020-01-11T07:50,1.7
1975,1975,0,0.9,2020-01-12T17:02,2020-01-12T07:49,2.6
1976,1976,1,2.6,2020-01-14T17:04,2020-01-14T07:48,0.0
1977,1977,0,0.9,2020-01-14T17:03,2020-01-14T07:48,0.0
1978,1978,0,0.1,2020-01-16T17:05,2020-01-16T07:47,0.0
1979,1979,0,-9.5,2020-01-17T17:07,2020-01-17T07:47,0.0
1980,1980,0,-8.1,2020-01-17T17:08,2020-01-17T07:47,0.0
1981,1981,1,-4.8,2020-01-18T17:09,2020-01-18T07:47,0.2
1982,1982,1,-15.8,2020-01-20T17:11,2020-01-20T07:44,0.0
1983,1983,1,-6.4,2020-01-20T17:12,2020-01-20T07:45,0.0
1984,1984,0,-9.9,2020-01-21T17:13,2020-01-21T07:45,0.0
1985,1985,0,-5.3,2020-01-21T17:13,2020-01-21T07:44,0.0
1986,1986,0,4.1,2020-01-25T17:18,2020-01-25T07:41,1.0
1987,1987,0,1.1,2020-01-26T17:18,2020-01-26T07:39,0.2
1988,1988,0,-0.7,2020-01-27T17:19,2020-01-27T07:38,0.0
1989,1989,0,0.1,2020-01-27T17:21,2020-01-27T07:39,0.0
1990,1990,1,-1.2,2020-01-29T17:23,2020-01-29T07:37,0.0
1991,1991,0,-5.8,2020-01-31T17:26,2020-01-31T07:35,0.0
1992,1992,1,-1.9,2020-01-31T17:27,2020-01-31T07:35,0.0
1993,1993,1,0.0,2020-01-31T17:26,2020-01-31T07:35,0.0
1994,1994,0,-5.2,2020-02-01T17:27,2020-02-01T07:34,0.0
1995,1995,0,-5.5,2020-02-01T17:27,2020-02-01T07:34,0.0
1996,1996,1,0.3,2020-02-02T17:29,2020-02-02T07:33,0.2
1997,1997,1,2.8,2020-02-04T17:31,2020-02-04T07:30,0.0
1998,1998,0,-6.7,2020-02-07T17:36,2020-02-07T07:27,0.0
1999,1999,1,1.4,2020-02-11T17:41,2020-02-11T07:22,0.0
2000,2000,0,-11.0,2020-02-13T17:44,2020-02-13T07:19,0.0
2001,2001,1,1.8,2020-02-16T17:48,2020-02-16T07:15,0.0
2002,2002,0,-2.2,2020-02-17T17:50,2020-02-17T07:13,0.0
2003,2003,0,2.5,2020-02-18T17:51,2020-02-18T07:12,0.0
2004,2004,0,-4.0,2020-02-22T17:56,2020-02-22T07:06,0.0
2005,2005,0,-0.7,2020-02-23T17:57,2020-02-23T07:04,0.0
2006,2006,1,6.0,2020-02-23T17:57,2020-02-23T07:04,0.0
2007,2007,0,1.1,2020-02-25T18:00,2020-02-25T07:01,0.0
2008,2008,0,-7.0,2020-02-28T18:03,2020-02-28T06:56,0.0
2009,2009,1,-7.3,2020-02-28T18:04,2020-02-28T06:56,0.0
2010,2010,1,-5.0,2020-02-29T18:06,2020-02-29T06:55,0.0
2011,2011,0,-0.5,2020-03-01T18:06,2020-03-01T06:53,0.0
2012,2012,1,4.7,2020-03-02T18:07,2020-03-02T06:50,0.6
2013,2013,1,5.4,2020-03-02T18:08,2020-03-02T06:51,0.0
2014,2014,1,3.2,2020-03-03T18:08,2020-03-03T06:49,0.8
2015,2015,1,4.2,2020-03-03T18:09,2020-03-03T06:49,1.2
2016,2016,1,3.5,2020-03-03T18:09,2020-03-03T06:49,2.1
2017,2017,1,2.5,2020-03-06T18:12,2020-03-06T06:43,0.4
2018,2018,0,-2.1,2020-03-07T18:14,2020-03-07T06:42,0.0
2019,2019,1,7.3,2020-03-08T18:14,2020-03-08T06:40,0.0
2020,2020,0,7.9,2020-03-10T18:18,2020-03-10T06:37,0.2
2021,2021,0,9.0,2020-03-10T18:17,2020-03-10T06:37,0.1
2022,2022,0,4.4,2020-03-13T18:21,2020-03-13T06:31,0.1
2023,2023,1,0.5,2020-03-15T18:23,2020-03-15T06:27,0.0
2024,2024,0,2.9,2020-03-18T18:26,2020-03-18T06:22,0.2
2025,2025,1,6.5,2020-03-19T18:28,2020-03-19T06:20,0.0
2026,2026,0,4.3,2020-03-19T18:29,2020-03-19T06:21,0.5
2027,2027,0,4.6,2020-03-19T18:28,2020-03-19T06:21,0.5
2028,2028,0,1.8,2020-03-25T18:36,2020-03-25T06:09,0.0
2029,2029,0,2.0,2020-03-25T18:36,2020-03-25T06:09,0.0
2030,2030,1,6.5,2020-03-26T18:37,2020-03-26T06:08,0.0
2031,2031,1,19.6,2020-03-29T18:41,2020-03-29T06:03,0.0
2032,2032,1,6.8,2020-03-30T18:42,2020-03-30T06:01,0.1
2033,2033,0,6.0,2020-04-03T18:47,2020-04-03T05:54,0.0
2034,2034,1,4.7,2020-04-04T18:49,2020-04-04T05:53,0.0
2035,2035,1,8.1,2020-04-04T18:48,2020-04-04T05:52,0.0
2036,2036,1,4.4,2020-04-23T19:11,2020-04-23T05:20,0.0
2037,2037,1,8.4,2020-04-24T19:11,2020-04-24T05:18,0.0
2038,2038,1,3.8,2020-04-23T19:11,2020-04-23T05:20,0.0
2039,2039,1,7.3,2020-04-29T19:17,2020-04-29T05:11,0.0
2040,2040,1,15.9,2020-05-01T19:20,2020-05-01T05:08,0.0
2041,2041,0,6.3,2020-05-02T19:21,2020-05-02T05:07,0.0
2042,2042,1,13.3,2020-05-02T19:21,2020-05-02T05:07,0.9
2043,2043,1,13.0,2020-05-02T19:21,2020-05-02T05:07,0.3
2044,2044,0,9.0,2020-05-02T19:21,2020-05-02T05:07,0.5
2045,2045,1,7.6,2020-05-04T19:24,2020-05-04T05:05,0.0
2046,2046,1,10.9,2020-05-06T19:26,2020-05-06T05:02,0.0
2047,2047,1,-0.2,2020-05-09T19:29,2020-05-09T04:57,0.0
2048,2048,0,1.2,2020-05-12T19:32,2020-05-12T04:53,0.0
2049,2049,1,7.8,2020-05-13T19:33,2020-05-13T04:52,0.0
2050,2050,1,8.0,2020-05-14T19:34,2020-05-14T04:51,0.0
2051,2051,1,14.5,2020-05-16T19:38,2020-05-16T04:51,0.0
2052,2052,1,10.1,2020-05-19T19:40,2020-05-19T04:47,0.0
2053,2053,1,11.6,2020-05-19T19:40,2020-05-19T04:47,0.0
2054,2054,1,12.3,2020-05-19T19:41,2020-05-19T04:48,0.0
2055,2055,1,21.9,2020-05-25T19:46,2020-05-25T04:42,0.0
2056,2056,1,24.9,2020-05-26T19:48,2020-05-26T04:42,0.0
2057,2057,1,19.0,2020-05-28T19:49,2020-05-28T04:40,0.8
2058,2058,0,15.8,2020-05-29T19:49,2020-05-29T04:39,0.0
2059,2059,0,15.7,2020-05-29T19:50,2020-05-29T04:40,0.0
2060,2060,1,21.0,2020-06-01T19:52,2020-06-01T04:38,0.0
2061,2061,1,21.1,2020-06-01T19:52,2020-06-01T04:37,0.0
2062,2062,1,22.4,2020-06-02T19:53,2020-06-02T04:38,0.0
2063,2063,1,18.8,2020-06-02T19:53,2020-06-02T04:38,0.0
2064,2064,0,12.9,2020-06-07T19:57,2020-06-07T04:36,0.0
2065,2065,1,16.8,2020-06-08T19:58,2020-06-08T04:36,0.0
2066,2066,1,22.1,2020-06-08T19:58,2020-06-08T04:36,0.0
2067,2067,0,22.0,2020-06-09T19:58,2020-06-09T04:36,0.0
2068,2068,0,16.4,2020-06-09T19:57,2020-06-09T04:35,0.0
2069,2069,0,16.8,2020-06-09T19:57,2020-06-09T04:35,0.0
2070,2070,0,22.4,2020-06-10T19:59,2020-06-10T04:35,0.0
2071,2071,0,20.8,2020-06-11T19:59,2020-06-11T04:35,0.0
2072,2072,1,15.7,2020-06-13T20:00,2020-06-13T04:35,0.0
2073,2073,0,16.9,2020-06-16T20:01,2020-06-16T04:36,0.0
2074,2074,1,19.5,2020-06-18T20:01,2020-06-18T04:35,0.0
2075,2075,1,19.7,2020-06-23T20:03,2020-06-23T04:36,0.3
2076,2076,1,21.8,2020-06-23T20:03,2020-06-23T04:36,0.0
2077,2077,1,20.3,2020-06-24T20:03,2020-06-24T04:37,0.0
2078,2078,1,21.4,2020-06-24T20:03,2020-06-24T04:37,0.0
2079,2079,0,20.7,2020-06-26T20:03,2020-06-26T04:37,0.0
2080,2080,1,28.7,2020-06-27T20:02,2020-06-27T04:37,0.0
2081,2081,1,29.0,2020-06-27T20:03,2020-06-27T04:38,0.0
2082,2082,0,21.4,2020-06-27T20:03,2020-06-27T04:37,0.0
2083,2083,1,31.5,2020-07-02T20:02,2020-07-02T04:40,0.0
2084,2084,1,30.1,2020-07-03T20:02,2020-07-03T04:41,0.3
2085,2085,1,27.8,2020-07-03T20:03,2020-07-03T04:41,0.0
2086,2086,1,28.0,2020-07-07T20:01,2020-07-07T04:44,0.0
2087,2087,1,24.6,2020-07-10T19:59,2020-07-10T04:45,0.0
2088,2088,1,26.2,2020-07-10T19:59,2020-07-10T04:45,0.0
2089,2089,1,25.9,2020-07-11T19:59,2020-07-11T04:47,0.1
2090,2090,0,17.6,2020-07-14T19:57,2020-07-14T04:50,0.0
2091,2091,1,24.0,2020-07-15T19:56,2020-07-15T04:50,0.0
2092,2092,0,21.5,2020-07-18T19:54,2020-07-18T04:53,0.0
2093,2093,1,28.3,2020-07-19T19:53,2020-07-19T04:52,0.0
2094,2094,0,24.6,2020-07-20T19:52,2020-07-20T04:55,0.0
2095,2095,1,17.1,2020-07-21T19:52,2020-07-21T04:56,0.0
2096,2096,1,24.0,2020-07-21T19:52,2020-07-21T04:56,0.0
2097,2097,0,19.3,2020-07-24T19:49,2020-07-24T04:59,0.0
2098,2098,1,24.7,2020-07-24T19:48,2020-07-24T04:58,0.0
2099,2099,1,24.4,2020-07-24T19:48,2020-07-24T04:58,0.0
2100,2100,0,20.0,2020-07-24T19:48,2020-07-24T04:58,0.0
2101,2101,0,27.1,2020-07-26T19:47,2020-07-26T05:01,0.0
2102,2102,1,22.0,2020-07-28T19:45,2020-07-28T05:03,0.0
2103,2103,1,23.0,2020-07-28T19:44,2020-07-28T05:02,0.0
2104,2104,1,24.3,2020-07-30T19:42,2020-07-30T05:05,0.0
2105,2105,1,25.5,2020-07-30T19:42,2020-07-30T05:05,0.3
2106,2106,1,25.5,2020-07-30T19:43,2020-07-30T05:06,0.0
2107,2107,1,22.6,2020-08-06T19:33,2020-08-06T05:12,0.0
2108,2108,1,17.8,2020-08-07T19:32,2020-08-07T05:14,0.0
2109,2109,1,27.0,2020-08-09T19:29,2020-08-09T05:16,0.0
2110,2110,1,26.0,2020-08-09T19:29,2020-08-09T05:15,0.0
2111,2111,0,23.6,2020-08-09T19:29,2020-08-09T05:15,0.0
2112,2112,0,21.9,2020-08-10T19:27,2020-08-10T05:16,0.0
2113,2113,1,28.5,2020-08-10T19:28,2020-08-10T05:17,0.1
2114,2114,1,26.8,2020-08-11T19:27,2020-08-11T05:19,0.0
2115,2115,1,25.6,2020-08-12T19:24,2020-08-12T05:19,0.0
2116,2116,0,22.2,2020-08-14T19:22,2020-08-14T05:21,0.0
2117,2117,1,26.5,2020-08-14T19:22,2020-08-14T05:22,0.0
2118,2118,1,24.7,2020-08-15T19:21,2020-08-15T05:23,0.0
2119,2119,0,21.2,2020-08-16T19:19,2020-08-16T05:24,0.0
2120,2120,0,17.4,2020-08-17T19:17,2020-08-17T05:24,0.0
2121,2121,1,22.1,2020-08-18T19:16,2020-08-18T05:26,0.1
2122,2122,1,19.5,2020-08-18T19:15,2020-08-18T05:25,0.0
2123,2123,1,22.1,2020-08-19T19:14,2020-08-19T05:27,0.0
2124,2124,1,22.5,2020-08-19T19:14,2020-08-19T05:27,0.0
2125,2125,1,27.4,2020-08-20T19:13,2020-08-20T05:28,0.0
2126,2126,1,22.7,2020-08-20T19:13,2020-08-20T05:28,0.0
2127,2127,1,27.8,2020-08-21T19:11,2020-08-21T05:29,0.0
2128,2128,0,20.8,2020-08-23T19:07,2020-08-23T05:31,0.0
2129,2129,1,26.2,2020-08-25T19:05,2020-08-25T05:34,0.0
2130,2130,1,24.5,2020-08-25T19:04,2020-08-25T05:34,0.0
2131,2131,0,20.6,2020-08-25T19:04,2020-08-25T05:34,0.0
2132,2132,1,24.0,2020-08-29T18:58,2020-08-29T05:38,0.0
2133,2133,1,21.9,2020-08-30T18:55,2020-08-30T05:39,0.0
2134,2134,1,24.2,2020-09-01T18:51,2020-09-01T05:41,0.6
2135,2135,1,24.9,2020-09-01T18:52,2020-09-01T05:42,0.2
2136,2136,0,23.0,2020-09-02T18:50,2020-09-02T05:43,0.6
2137,2137,1,24.2,2020-09-02T18:50,2020-09-02T05:43,0.2
2138,2138,0,13.7,2020-09-04T18:47,2020-09-04T05:45,0.0
2139,2139,0,12.3,2020-09-04T18:47,2020-09-04T05:45,0.0
2140,2140,1,20.5,2020-09-04T18:46,2020-09-04T05:44,0.0
2141,2141,0,15.1,2020-09-04T18:47,2020-09-04T05:45,0.0
2142,2142,0,15.8,2020-09-04T18:47,2020-09-04T05:45,0.0
2143,2143,0,15.0,2020-09-04T18:46,2020-09-04T05:44,0.0
2144,2144,0,9.9,2020-09-06T18:44,2020-09-06T05:48,0.0
2145,2145,1,19.6,2020-09-06T18:43,2020-09-06T05:47,0.0
2146,2146,0,19.4,2020-09-07T18:41,2020-09-07T05:48,0.0
2147,2147,0,15.3,2020-09-10T18:36,2020-09-10T05:52,0.0
2148,2148,0,14.2,2020-09-12T18:32,2020-09-12T05:54,0.0
2149,2149,1,17.4,2020-09-14T18:29,2020-09-14T05:56,0.0
2150,2150,1,16.5,2020-09-14T18:28,2020-09-14T05:56,0.0
2151,2151,0,18.5,2020-09-16T18:25,2020-09-16T05:58,0.0
2152,2152,1,18.8,2020-09-17T18:24,2020-09-17T06:00,0.0
2153,2153,0,12.4,2020-09-17T18:23,2020-09-17T05:59,0.0
2154,2154,0,10.7,2020-09-17T18:23,2020-09-17T05:59,0.0
2155,2155,1,11.5,2020-09-18T18:21,2020-09-18T06:01,0.0
2156,2156,0,8.0,2020-09-18T18:21,2020-09-18T06:00,0.0
2157,2157,0,2.6,2020-09-19T18:20,2020-09-19T06:02,0.0
2158,2158,0,10.2,2020-09-19T18:20,2020-09-19T06:02,0.0
2159,2159,1,14.9,2020-09-20T18:18,2020-09-20T06:03,0.0
2160,2160,0,10.0,2020-09-20T18:17,2020-09-20T06:02,0.0
2161,2161,0,9.2,2020-09-21T18:15,2020-09-21T06:04,0.0
2162,2162,1,20.1,2020-09-22T18:14,2020-09-22T06:06,0.0
2163,2163,0,14.2,2020-09-23T18:12,2020-09-23T06:06,0.0
2164,2164,1,13.7,2020-09-20T18:18,2020-09-20T06:03,0.0
2165,2165,1,21.2,2020-09-26T18:06,2020-09-26T06:09,0.0
2166,2166,1,20.7,2020-09-26T18:06,2020-09-26T06:09,0.0
2167,2167,0,19.0,2020-09-27T18:04,2020-09-27T06:11,0.0
2168,2168,1,23.5,2020-09-28T18:02,2020-09-28T06:12,0.0
2169,2169,1,13.1,2020-10-04T17:52,2020-10-04T06:19,0.0
2170,2170,0,10.8,2020-10-04T17:52,2020-10-04T06:19,1.0
2171,2171,0,8.3,2020-10-05T17:50,2020-10-05T06:20,0.0
2172,2172,1,7.5,2020-10-05T17:51,2020-10-05T06:21,0.0
2173,2173,1,14.0,2020-10-05T17:51,2020-10-05T06:20,0.0
2174,2174,0,11.0,2020-10-05T17:50,2020-10-05T06:20,0.0
2175,2175,0,13.8,2020-10-07T17:47,2020-10-07T06:23,0.5
2176,2176,1,14.8,2020-10-08T17:45,2020-10-08T06:24,0.0
2177,2177,0,7.7,2020-10-08T17:45,2020-10-08T06:24,0.0
2178,2178,1,17.6,2020-10-10T17:42,2020-10-10T06:27,0.0
2179,2179,1,9.4,2020-10-11T17:40,2020-10-11T06:27,0.0
2180,2180,0,10.8,2020-10-11T17:39,2020-10-11T06:27,0.0
2181,2181,0,14.1,2020-10-12T17:37,2020-10-12T06:28,0.0
2182,2182,1,12.9,2020-10-13T17:37,2020-10-13T06:31,0.0
2183,2183,1,18.0,2020-10-13T17:37,2020-10-13T06:30,0.0
2184,2184,1,12.9,2020-10-15T17:33,2020-10-15T06:32,1.3
2185,2185,0,5.9,2020-10-17T17:30,2020-10-17T06:35,0.0
2186,2186,1,9.1,2020-10-19T17:26,2020-10-19T06:37,0.3
2187,2187,0,10.6,2020-10-21T17:23,2020-10-21T06:39,0.2
2188,2188,1,15.6,2020-10-21T17:22,2020-10-21T06:39,1.6
2189,2189,1,8.3,2020-10-24T17:19,2020-10-24T06:44,0.0
2190,2190,1,8.4,2020-10-28T17:13,2020-10-28T06:49,0.0
2191,2191,1,10.5,2020-10-29T17:12,2020-10-29T06:50,0.1
2192,2192,0,-1.0,2020-10-30T17:11,2020-10-30T06:52,0.0
2193,2193,1,8.0,2020-11-01T17:08,2020-11-01T06:54,0.3
2194,2194,1,12.3,2020-11-04T17:03,2020-11-04T06:58,0.0
2195,2195,0,12.9,2020-11-06T17:01,2020-11-06T07:01,0.0
2196,2196,1,12.4,2020-11-07T16:59,2020-11-07T07:01,0.0
2197,2197,0,14.4,2020-11-07T16:59,2020-11-07T07:01,0.0
2198,2198,1,11.6,2020-11-09T16:58,2020-11-09T07:05,0.0
2199,2199,1,19.6,2020-11-10T16:56,2020-11-10T07:06,0.0
2200,2200,1,17.6,2020-11-11T16:56,2020-11-11T07:08,0.0
2201,2201,0,6.2,2020-11-12T16:54,2020-11-12T07:08,0.0
2202,2202,1,8.2,2020-11-13T16:53,2020-11-13T07:09,0.0
2203,2203,1,7.2,2020-11-14T16:52,2020-11-14T07:11,0.0
2204,2204,1,15.1,2020-11-20T16:47,2020-11-20T07:19,0.0
2205,2205,1,15.0,2020-11-20T16:48,2020-11-20T07:19,0.0
2206,2206,0,7.4,2020-11-20T16:47,2020-11-20T07:18,0.0
2207,2207,0,1.5,2020-11-24T16:45,2020-11-24T07:24,0.0
2208,2208,0,6.8,2020-11-25T16:43,2020-11-25T07:25,0.3
2209,2209,0,6.7,2020-11-25T16:44,2020-11-25T07:25,0.8
2210,2210,1,5.7,2020-11-28T16:41,2020-11-28T07:28,0.0
2211,2211,0,3.6,2020-11-28T16:43,2020-11-28T07:29,0.0
2212,2212,0,4.5,2020-11-29T16:42,2020-11-29T07:30,0.0
2213,2213,1,4.5,2020-11-30T16:41,2020-11-30T07:31,1.1
2214,2214,0,2.6,2020-11-30T16:41,2020-11-30T07:30,0.9
2215,2215,0,2.3,2020-11-30T16:41,2020-11-30T07:30,0.9
2216,2216,0,1.7,2020-12-02T16:41,2020-12-02T07:33,0.0
2217,2217,0,-2.8,2020-12-05T16:39,2020-12-05T07:35,0.0
2218,2218,1,-7.3,2020-12-08T16:39,2020-12-08T07:39,0.0
2219,2219,0,0.0,2020-12-08T16:39,2020-12-08T07:38,0.0
2220,2220,0,0.5,2020-12-08T16:41,2020-12-08T07:39,0.0
2221,2221,0,3.6,2020-12-09T16:39,2020-12-09T07:39,0.0
2222,2222,0,-1.4,2020-12-10T16:41,2020-12-10T07:41,0.0
2223,2223,0,3.0,2020-12-12T16:40,2020-12-12T07:42,0.0
2224,2224,0,8.6,2020-12-12T16:41,2020-12-12T07:43,0.0
2225,2225,0,7.6,2020-12-12T16:39,2020-12-12T07:42,0.0
2226,2226,1,-4.9,2020-12-17T16:41,2020-12-17T07:45,0.0
2227,2227,1,-3.4,2020-12-17T16:41,2020-12-17T07:45,0.0
2228,2228,0,-4.7,2020-12-18T16:41,2020-12-18T07:46,0.0
2229,2229,0,1.5,2020-12-20T16:43,2020-12-20T07:48,0.1
2230,2230,0,0.9,2020-12-21T16:43,2020-12-21T07:48,0.0
2231,2231,0,-1.6,2020-12-25T16:46,2020-12-25T07:50,1.2
2232,2232,1,0.2,2020-12-27T16:46,2020-12-27T07:50,0.0
2233,2233,0,5.5,2020-12-30T16:49,2020-12-30T07:50,0.4
2234,2234,0,4.9,2020-12-30T16:49,2020-12-30T07:50,0.5
2235,2235,1,-0.2,2017-11-22T16:46,2017-11-22T07:21,0.0
2236,2236,1,0.3,2018-03-24T18:34,2018-03-24T06:13,0.0
2237,2237,1,1.1,2021-01-01T16:51,2021-01-01T07:51,0.0
2238,2238,1,-1.0,2021-01-07T16:57,2021-01-07T07:50,0.0
2239,2239,0,-1.1,2021-01-11T17:00,2021-01-11T07:49,0.0
2240,2240,0,-1.7,2021-01-12T17:03,2021-01-12T07:50,0.0
2241,2241,1,2.9,2021-01-13T17:02,2021-01-13T07:48,0.0
2242,2242,1,3.9,2021-01-15T17:06,2021-01-15T07:47,0.0
2243,2243,0,4.2,2021-01-15T17:06,2021-01-15T07:48,0.4
2244,2244,0,-1.6,2021-01-18T17:09,2021-01-18T07:46,0.1
2245,2245,1,-6.2,2021-01-20T17:12,2021-01-20T07:44,0.0
2246,2246,1,-5.5,2021-01-20T17:12,2021-01-20T07:44,0.0
2247,2247,1,-7.4,2021-01-23T17:16,2021-01-23T07:42,0.0
2248,2248,0,-5.8,2021-01-25T17:19,2021-01-25T07:41,0.0
2249,2249,1,-5.9,2021-01-27T17:22,2021-01-27T07:38,0.0
2250,2250,1,-8.8,2021-01-29T17:25,2021-01-29T07:37,0.1
2251,2251,1,-8.9,2021-01-29T17:23,2021-01-29T07:36,0.0
2252,2252,0,-8.6,2021-01-29T17:24,2021-01-29T07:36,0.0
2253,2253,1,-3.0,2021-02-01T17:27,2021-02-01T07:33,0.0
2254,2254,1,3.8,2021-02-04T17:33,2021-02-04T07:30,0.0
2255,2255,1,0.2,2021-02-04T17:32,2021-02-04T07:29,0.0
2256,2256,1,-1.0,2021-02-05T17:33,2021-02-05T07:28,0.0
2257,2257,1,-7.2,2021-02-08T17:39,2021-02-08T07:25,0.0
2258,2258,1,-3.7,2021-02-09T17:40,2021-02-09T07:24,0.0
2259,2259,1,-7.0,2021-02-11T17:43,2021-02-11T07:21,0.0
2260,2260,0,-11.1,2021-02-12T17:44,2021-02-12T07:20,0.0
2261,2261,0,-9.7,2021-02-13T17:44,2021-02-13T07:17,0.3
2262,2262,0,-7.2,2021-02-14T17:46,2021-02-14T07:17,0.0
2263,2263,1,-7.4,2021-02-16T17:48,2021-02-16T07:13,0.1
2264,2264,1,2.6,2021-02-24T18:00,2021-02-24T07:01,0.0
2265,2265,0,-0.7,2021-02-26T18:01,2021-02-26T06:57,0.0
2266,2266,0,-1.5,2021-02-27T18:03,2021-02-27T06:56,0.0
2267,2267,1,-2.7,2021-03-04T18:10,2021-03-04T06:48,0.0
2268,2268,1,12.8,2021-03-11T18:18,2021-03-11T06:35,0.0
2269,2269,0,0.2,2021-03-12T18:19,2021-03-12T06:34,0.0
2270,2270,1,-3.4,2021-03-14T18:22,2021-03-14T06:30,0.0
2271,2271,1,1.6,2021-03-16T18:24,2021-03-16T06:26,0.0
2272,2272,0,-1.2,2021-03-16T18:25,2021-03-16T06:27,0.0
2273,2273,1,1.7,2021-03-18T18:27,2021-03-18T06:23,0.4
2274,2274,1,3.5,2021-03-18T18:27,2021-03-18T06:23,0.0
2275,2275,1,7.0,2021-03-18T18:27,2021-03-18T06:23,0.0
2276,2276,1,-5.9,2021-03-19T18:29,2021-03-19T06:22,0.0
2277,2277,1,10.8,2021-03-21T18:31,2021-03-21T06:17,0.0
2278,2278,1,10.7,2021-03-21T18:31,2021-03-21T06:17,0.0
2279,2279,1,10.8,2021-03-23T18:34,2021-03-23T06:15,0.0
2280,2280,0,6.3,2021-03-24T18:35,2021-03-24T06:13,0.6
2281,2281,0,6.7,2021-03-25T18:35,2021-03-25T06:10,0.3
2282,2282,0,7.8,2021-03-25T18:35,2021-03-25T06:10,1.0
2283,2283,0,2.6,2021-03-27T18:38,2021-03-27T06:06,0.0
2284,2284,0,-1.3,2021-04-01T18:44,2021-04-01T05:58,0.0
2285,2285,1,2.2,2021-04-02T18:46,2021-04-02T05:56,0.0
2286,2286,1,12.5,2021-04-04T18:48,2021-04-04T05:52,0.0
2287,2287,0,5.6,2021-04-04T18:48,2021-04-04T05:52,0.0
2288,2288,0,6.2,2021-04-05T18:49,2021-04-05T05:51,0.0
2289,2289,1,9.3,2021-04-06T18:50,2021-04-06T05:49,0.0
2290,2290,1,11.8,2021-04-07T18:51,2021-04-07T05:47,0.0
2291,2291,0,15.5,2021-04-08T18:52,2021-04-08T05:44,0.0
2292,2292,0,8.7,2021-04-10T18:54,2021-04-10T05:42,0.0
2293,2293,1,11.6,2021-04-10T18:54,2021-04-10T05:42,0.0
2294,2294,1,8.5,2021-04-15T19:00,2021-04-15T05:33,0.0
2295,2295,1,9.2,2021-04-15T19:01,2021-04-15T05:34,0.1
2296,2296,1,7.7,2021-04-15T19:01,2021-04-15T05:33,0.1
2297,2297,0,-2.4,2021-04-21T19:08,2021-04-21T05:24,0.0
