,Sub_Dem_key,Place_name,Population,Population_density_persqm,Pop_perc_over_65,neighborhood_name
2276,2276,Etobicoke,0,0,0,West Humber-Clairville
2277,2277,Toronto,0,0,0,Thorncliffe Park
2278,2278,Toronto,0,0,0,Yonge-St.Clair
2279,2279,Etobicoke,0,0,0,Markland Wood
2280,2280,Etobicoke,0,0,0,Rexdale-Kipling
2281,2281,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2282,2282,Scarborough,0,0,0,Steeles
2283,2283,Scarborough,0,0,0,L'Amoreaux West
2284,2284,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2285,2285,Toronto,0,0,0,Brookhaven-Amesbury
2286,2286,Toronto,0,0,0,Bedford Park-Nortown
2287,2287,Toronto,0,0,0,Fort York-Liberty Village
2288,2288,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2289,2289,Toronto,0,0,0,High Park-Swansea
2290,2290,Toronto,0,0,0,Wellington Place
2291,2291,Scarborough,0,0,0,Morningside Heights
2292,2292,Toronto,0,0,0,Blake-Jones
2293,2293,Toronto,0,0,0,Greenwood-Coxwell
2294,2294,Toronto,0,0,0,South Riverdale
2295,2295,Toronto,0,0,0,York University Heights
2296,2296,Toronto,0,0,0,Kensington-Chinatown
2297,2297,Toronto,0,0,0,Kensington-Chinatown
2298,2298,Toronto,0,0,0,York University Heights
2299,2299,Etobicoke,0,0,0,Princess-Rosethorn
2300,2300,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2301,2301,Toronto,0,0,0,East End-Danforth
2302,2302,York,0,0,0,Keelesdale-Eglinton West
2303,2303,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2304,2304,Scarborough,0,0,0,West Hill
2305,2305,Toronto,0,0,0,Kensington-Chinatown
2306,2306,Toronto,0,0,0,Humber Summit
2307,2307,Scarborough,0,0,0,West Rouge
2308,2308,York,0,0,0,Mount Dennis
2309,2309,Toronto,0,0,0,Flemingdon Park
2310,2310,Toronto,0,0,0,The Beaches
2311,2311,Etobicoke,0,0,0,West Humber-Clairville
2312,2312,Etobicoke,0,0,0,New Toronto
2313,2313,Toronto,0,0,0,Oakdale-Beverley Heights
2314,2314,Etobicoke,0,0,0,Mimico-Queensway
2315,2315,Toronto,0,0,0,St.Andrew-Windfields
2316,2316,Toronto,0,0,0,Bayview Village
2317,2317,Toronto,0,0,0,Englemount-Lawrence
2318,2318,Scarborough,0,0,0,Cliffcrest
2319,2319,North York,0,0,0,East Willowdale
2320,2320,Toronto,0,0,0,High Park-Swansea
2321,2321,Toronto,0,0,0,Moss Park
2322,2322,Toronto,0,0,0,The Beaches
2323,2323,Toronto,0,0,0,Flemingdon Park
2324,2324,Toronto,0,0,0,South Parkdale
2325,2325,Toronto,0,0,0,Corso Italia-Davenport
2326,2326,Toronto,0,0,0,Bay-Cloverhill
2327,2327,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2328,2328,Toronto,0,0,0,Casa Loma
2329,2329,Toronto,0,0,0,Roncesvalles
2330,2330,Etobicoke,0,0,0,West Humber-Clairville
2331,2331,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2332,2332,Toronto,0,0,0,Downsview
2333,2333,Toronto,0,0,0,High Park-Swansea
2334,2334,Toronto,0,0,0,Greenwood-Coxwell
2335,2335,East York,0,0,0,Old East York
2336,2336,Scarborough,0,0,0,Woburn North
2337,2337,Etobicoke,0,0,0,Edenbridge-Humber Valley
2338,2338,Toronto,0,0,0,Moss Park
2339,2339,Etobicoke,0,0,0,Humber Bay Shores
2340,2340,Scarborough,0,0,0,West Hill
2341,2341,Toronto,0,0,0,Yonge-Bay Corridor
2342,2342,Toronto,0,0,0,South Riverdale
2343,2343,Toronto,0,0,0,West Queen West
2344,2344,Scarborough,0,0,0,Steeles
2345,2345,Scarborough,0,0,0,L'Amoreaux West
2346,2346,York,0,0,0,Weston
2347,2347,Toronto,0,0,0,Humbermede
2348,2348,Etobicoke,0,0,0,Long Branch
2349,2349,North York,0,0,0,Yonge-Doris
2350,2350,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2351,2351,Toronto,0,0,0,Runnymede-Bloor West Village
2352,2352,Toronto,0,0,0,High Park-Swansea
2353,2353,Toronto,0,0,0,South Riverdale
2354,2354,Scarborough,0,0,0,Centennial Scarborough
2355,2355,Toronto,0,0,0,Downsview
2356,2356,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2357,2357,Toronto,0,0,0,Danforth
2358,2358,Etobicoke,0,0,0,Princess-Rosethorn
2359,2359,Toronto,0,0,0,Moss Park
2360,2360,Toronto,0,0,0,Banbury-Don Mills
2361,2361,North York,0,0,0,Yonge-Doris
2362,2362,York,0,0,0,Briar Hill-Belgravia
2363,2363,Etobicoke,0,0,0,Kingsview Village-The Westway
2364,2364,Etobicoke,0,0,0,West Humber-Clairville
2365,2365,Etobicoke,0,0,0,West Humber-Clairville
2366,2366,York,0,0,0,Caledonia-Fairbank
2367,2367,Scarborough,0,0,0,Clairlea-Birchmount
2368,2368,Etobicoke,0,0,0,Mount Olive-Silverstone-Jamestown
2369,2369,Scarborough,0,0,0,Birchcliffe-Cliffside
2370,2370,Etobicoke,0,0,0,Stonegate-Queensway
2371,2371,Toronto,0,0,0,O'Connor-Parkview
2372,2372,Toronto,0,0,0,Harbourfront-CityPlace
2373,2373,Etobicoke,0,0,0,Etobicoke City Centre
2374,2374,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2375,2375,Toronto,0,0,0,Fort York-Liberty Village
2376,2376,York,0,0,0,Rockcliffe-Smythe
2377,2377,Scarborough,0,0,0,Oakridge
2378,2378,Toronto,0,0,0,Regent Park
2379,2379,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2380,2380,Toronto,0,0,0,Yorkdale-Glen Park
2381,2381,Scarborough,0,0,0,Centennial Scarborough
2382,2382,Toronto,0,0,0,Humbermede
2383,2383,Toronto,0,0,0,Corso Italia-Davenport
2384,2384,Toronto,0,0,0,Harbourfront-CityPlace
2385,2385,Toronto,0,0,0,Corso Italia-Davenport
2386,2386,Toronto,0,0,0,Roncesvalles
2387,2387,Toronto,0,0,0,South Riverdale
2388,2388,Toronto,0,0,0,Annex
2389,2389,Etobicoke,0,0,0,Stonegate-Queensway
2390,2390,Toronto,0,0,0,The Beaches
2391,2391,Toronto,0,0,0,Broadview North
2392,2392,Toronto,0,0,0,Humber Summit
2393,2393,Etobicoke,0,0,0,Willowridge-Martingrove-Richview
2394,2394,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2395,2395,North York,0,0,0,Yonge-Doris
2396,2396,Toronto,0,0,0,Bay-Cloverhill
2397,2397,Etobicoke,0,0,0,Willowridge-Martingrove-Richview
2398,2398,Scarborough,0,0,0,Morningside
2399,2399,Scarborough,0,0,0,Dorset Park
2400,2400,Toronto,0,0,0,Yorkdale-Glen Park
2401,2401,Etobicoke,0,0,0,Willowridge-Martingrove-Richview
2402,2402,Toronto,0,0,0,Harbourfront-CityPlace
2403,2403,Toronto,0,0,0,Don Valley Village
2404,2404,Toronto,0,0,0,Newtonbrook East
2405,2405,Toronto,0,0,0,Wellington Place
2406,2406,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2407,2407,Toronto,0,0,0,Fort York-Liberty Village
2408,2408,York,0,0,0,Beechborough-Greenbrook
2409,2409,Toronto,0,0,0,Glenfield-Jane Heights
2410,2410,Toronto,0,0,0,High Park-Swansea
2411,2411,Scarborough,0,0,0,Birchcliffe-Cliffside
2412,2412,York,0,0,0,Weston
2413,2413,Toronto,0,0,0,Danforth
2414,2414,Toronto,0,0,0,South Riverdale
2415,2415,Toronto,0,0,0,Yonge-Bay Corridor
2416,2416,Scarborough,0,0,0,Bendale South
2417,2417,Etobicoke,0,0,0,Alderwood
2418,2418,Toronto,0,0,0,Greenwood-Coxwell
2419,2419,Toronto,0,0,0,Downtown Yonge East
2420,2420,Etobicoke,0,0,0,Islington
2421,2421,York,0,0,0,Weston
2422,2422,Scarborough,0,0,0,Malvern East
2423,2423,Toronto,0,0,0,Fort York-Liberty Village
2424,2424,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2425,2425,Toronto,0,0,0,Annex
2426,2426,Etobicoke,0,0,0,Kingsway South
2427,2427,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2428,2428,North York,0,0,0,Willowdale West
2429,2429,Toronto,0,0,0,Yonge-Eglinton
2430,2430,Scarborough,0,0,0,Kennedy Park
2431,2431,Etobicoke,0,0,0,Mimico-Queensway
2432,2432,Toronto,0,0,0,Kensington-Chinatown
2433,2433,Toronto,0,0,0,Newtonbrook East
2434,2434,Toronto,0,0,0,Glenfield-Jane Heights
2435,2435,Etobicoke,0,0,0,West Humber-Clairville
2436,2436,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2437,2437,Toronto,0,0,0,Yonge-Bay Corridor
2438,2438,Toronto,0,0,0,Fenside-Parkwoods
2439,2439,Toronto,0,0,0,Lawrence Park North
2440,2440,Toronto,0,0,0,High Park-Swansea
2441,2441,York,0,0,0,Pelmo Park-Humberlea
2442,2442,Scarborough,0,0,0,West Hill
2443,2443,Toronto,0,0,0,Banbury-Don Mills
2444,2444,Etobicoke,0,0,0,Islington
2445,2445,Toronto,0,0,0,Wellington Place
2446,2446,Toronto,0,0,0,Annex
2447,2447,Scarborough,0,0,0,Agincourt North
2448,2448,Scarborough,0,0,0,Birchcliffe-Cliffside
2449,2449,Toronto,0,0,0,Old East York
2450,2450,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2451,2451,Scarborough,0,0,0,Eglinton East
2452,2452,Toronto,0,0,0,Clanton Park
2453,2453,Toronto,0,0,0,Oakdale-Beverley Heights
2454,2454,Toronto,0,0,0,Yonge-Eglinton
2455,2455,Etobicoke,0,0,0,New Toronto
2456,2456,Toronto,0,0,0,Humber Summit
2457,2457,Toronto,0,0,0,NSA
2458,2458,Scarborough,0,0,0,Dorset Park
2459,2459,Toronto,0,0,0,Pelmo Park-Humberlea
2460,2460,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2461,2461,Etobicoke,0,0,0,Etobicoke City Centre
2462,2462,Scarborough,0,0,0,Milliken
2463,2463,Toronto,0,0,0,Dovercourt Village
2464,2464,Toronto,0,0,0,Annex
2465,2465,Toronto,0,0,0,Yorkdale-Glen Park
2466,2466,Toronto,0,0,0,Weston-Pelham Park
2467,2467,Toronto,0,0,0,South Riverdale
2468,2468,Etobicoke,0,0,0,Stonegate-Queensway
2469,2469,Etobicoke,0,0,0,Eringate-Centennial-West Deane
2470,2470,Etobicoke,0,0,0,Etobicoke City Centre
2471,2471,Toronto,0,0,0,Fort York-Liberty Village
2472,2472,Etobicoke,0,0,0,Humber Bay Shores
2473,2473,Toronto,0,0,0,Moss Park
2474,2474,Toronto,0,0,0,North Riverdale
2475,2475,Etobicoke,0,0,0,Islington
2476,2476,York,0,0,0,Lambton Baby Point
2477,2477,East York,0,0,0,Old East York
2478,2478,Toronto,0,0,0,Moss Park
2479,2479,Scarborough,0,0,0,Wexford/Maryvale
2480,2480,Etobicoke,0,0,0,West Humber-Clairville
2481,2481,Toronto,0,0,0,University
2482,2482,Toronto,0,0,0,Yonge-St.Clair
2483,2483,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2484,2484,Scarborough,0,0,0,Eglinton East
2485,2485,Scarborough,0,0,0,Tam O'Shanter-Sullivan
2486,2486,Etobicoke,0,0,0,Mount Olive-Silverstone-Jamestown
2487,2487,Scarborough,0,0,0,Agincourt South-Malvern West
2488,2488,Scarborough,0,0,0,Wexford/Maryvale
2489,2489,Etobicoke,0,0,0,Mimico-Queensway
2490,2490,Etobicoke,0,0,0,Mimico-Queensway
2491,2491,Scarborough,0,0,0,Milliken
2492,2492,Toronto,0,0,0,South Parkdale
2493,2493,Toronto,0,0,0,Downtown Yonge East
2494,2494,Toronto,0,0,0,Palmerston-Little Italy
2495,2495,Scarborough,0,0,0,Bendale South
2496,2496,East York,0,0,0,Old East York
2497,2497,Scarborough,0,0,0,Milliken
2498,2498,Toronto,0,0,0,Humbermede
2499,2499,Toronto,0,0,0,Junction-Wallace Emerson
2500,2500,Toronto,0,0,0,Wexford/Maryvale
2501,2501,Toronto,0,0,0,Bathurst Manor
2502,2502,Scarborough,0,0,0,Agincourt North
2503,2503,Toronto,0,0,0,Pelmo Park-Humberlea
2504,2504,Toronto,0,0,0,Black Creek
2505,2505,Toronto,0,0,0,Glenfield-Jane Heights
2506,2506,Etobicoke,0,0,0,Etobicoke City Centre
2507,2507,Toronto,0,0,0,Fort York-Liberty Village
2508,2508,Toronto,0,0,0,Kensington-Chinatown
2509,2509,Etobicoke,0,0,0,Mimico-Queensway
2510,2510,Toronto,0,0,0,Black Creek
2511,2511,North York,0,0,0,Avondale
2512,2512,Scarborough,0,0,0,Clairlea-Birchmount
2513,2513,Toronto,0,0,0,Clanton Park
2514,2514,Toronto,0,0,0,North Toronto
2515,2515,East York,0,0,0,Old East York
2516,2516,Toronto,0,0,0,Yonge-Bay Corridor
2517,2517,Toronto,0,0,0,Downsview
2518,2518,Toronto,0,0,0,Leaside-Bennington
2519,2519,Etobicoke,0,0,0,Islington
2520,2520,Etobicoke,0,0,0,Etobicoke City Centre
2521,2521,York,0,0,0,Beechborough-Greenbrook
2522,2522,Scarborough,0,0,0,Agincourt North
2523,2523,Scarborough,0,0,0,Woburn North
2524,2524,Toronto,0,0,0,South Parkdale
2525,2525,Toronto,0,0,0,Downtown Yonge East
2526,2526,Toronto,0,0,0,Blake-Jones
2527,2527,Toronto,0,0,0,Newtonbrook East
2528,2528,Toronto,0,0,0,Bedford Park-Nortown
2529,2529,Toronto,0,0,0,Junction Area
2530,2530,Toronto,0,0,0,East End-Danforth
2531,2531,Toronto,0,0,0,Oakdale-Beverley Heights
2532,2532,Scarborough,0,0,0,Morningside Heights
2533,2533,Etobicoke,0,0,0,Eringate-Centennial-West Deane
2534,2534,Toronto,0,0,0,Thorncliffe Park
2535,2535,Toronto,0,0,0,Wellington Place
2536,2536,Toronto,0,0,0,Newtonbrook East
2537,2537,Etobicoke,0,0,0,Humber Bay Shores
2538,2538,Toronto,0,0,0,Junction-Wallace Emerson
2539,2539,Toronto,0,0,0,Humbermede
2540,2540,Toronto,0,0,0,Victoria Village
2541,2541,Toronto,0,0,0,Brookhaven-Amesbury
2542,2542,Scarborough,0,0,0,Bendale South
2543,2543,Toronto,0,0,0,Wellington Place
2544,2544,York,0,0,0,Caledonia-Fairbank
2545,2545,East York,0,0,0,Broadview North
2546,2546,Scarborough,0,0,0,Kennedy Park
2547,2547,Toronto,0,0,0,Yonge-Bay Corridor
2548,2548,Etobicoke,0,0,0,Mount Olive-Silverstone-Jamestown
2549,2549,Scarborough,0,0,0,Milliken
2550,2550,Toronto,0,0,0,South Parkdale
2551,2551,Etobicoke,0,0,0,Mimico-Queensway
2552,2552,Toronto,0,0,0,North Riverdale
2553,2553,Toronto,0,0,0,Bayview Woods-Steeles
2554,2554,Scarborough,0,0,0,Malvern West
2555,2555,Toronto,0,0,0,York University Heights
2556,2556,Toronto,0,0,0,Clanton Park
2557,2557,North York,0,0,0,East Willowdale
2558,2558,Toronto,0,0,0,Junction Area
2559,2559,Scarborough,0,0,0,Woburn North
2560,2560,Scarborough,0,0,0,Bendale-Glen Andrew
2561,2561,Etobicoke,0,0,0,Etobicoke City Centre
2562,2562,York,0,0,0,Briar Hill-Belgravia
2563,2563,Toronto,0,0,0,South Riverdale
2564,2564,Toronto,0,0,0,Downsview
2565,2565,Etobicoke,0,0,0,Edenbridge-Humber Valley
2566,2566,Toronto,0,0,0,Dufferin Grove
2567,2567,Toronto,0,0,0,The Beaches
2568,2568,Toronto,0,0,0,Trinity-Bellwoods
2569,2569,Toronto,0,0,0,Fort York-Liberty Village
2570,2570,Toronto,0,0,0,Newtonbrook East
2571,2571,Toronto,0,0,0,Brookhaven-Amesbury
2572,2572,Toronto,0,0,0,Banbury-Don Mills
2573,2573,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2574,2574,Toronto,0,0,0,Banbury-Don Mills
2575,2575,Toronto,0,0,0,The Beaches
2576,2576,Toronto,0,0,0,High Park-Swansea
2577,2577,Toronto,0,0,0,Woodbine Corridor
2578,2578,Scarborough,0,0,0,Morningside Heights
2579,2579,Toronto,0,0,0,South Parkdale
2580,2580,Toronto,0,0,0,Trinity-Bellwoods
2581,2581,Scarborough,0,0,0,Kennedy Park
2582,2582,Etobicoke,0,0,0,Etobicoke West Mall
2583,2583,Toronto,0,0,0,Yorkdale-Glen Park
2584,2584,Toronto,0,0,0,Mount Pleasant East
2585,2585,Toronto,0,0,0,Downsview
2586,2586,Toronto,0,0,0,Palmerston-Little Italy
2587,2587,Etobicoke,0,0,0,West Humber-Clairville
2588,2588,Toronto,0,0,0,Thorncliffe Park
2589,2589,Etobicoke,0,0,0,Mimico-Queensway
2590,2590,Toronto,0,0,0,Old East York
2591,2591,Scarborough,0,0,0,Kennedy Park
2592,2592,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2593,2593,Scarborough,0,0,0,Bendale-Glen Andrew
2594,2594,Toronto,0,0,0,Banbury-Don Mills
2595,2595,Toronto,0,0,0,Moss Park
2596,2596,Etobicoke,0,0,0,West Humber-Clairville
2597,2597,Toronto,0,0,0,Wellington Place
2598,2598,Toronto,0,0,0,West Queen West
2599,2599,Toronto,0,0,0,Annex
2600,2600,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2601,2601,Etobicoke,0,0,0,Eringate-Centennial-West Deane
2602,2602,Toronto,0,0,0,Yonge-Bay Corridor
2603,2603,Toronto,0,0,0,Yonge-Bay Corridor
2604,2604,Toronto,0,0,0,Wellington Place
2605,2605,Scarborough,0,0,0,Oakridge
2606,2606,Toronto,0,0,0,Fort York-Liberty Village
2607,2607,Toronto,0,0,0,South Parkdale
2608,2608,Toronto,0,0,0,York University Heights
2609,2609,Toronto,0,0,0,Parkwoods-O'Connor Hills
2610,2610,Scarborough,0,0,0,Guildwood
2611,2611,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2612,2612,Toronto,0,0,0,South Parkdale
2613,2613,Toronto,0,0,0,Glenfield-Jane Heights
2614,2614,Etobicoke,0,0,0,Willowridge-Martingrove-Richview
2615,2615,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2616,2616,Scarborough,0,0,0,Eglinton East
2617,2617,Etobicoke,0,0,0,Alderwood
2618,2618,Toronto,0,0,0,Kensington-Chinatown
2619,2619,York,0,0,0,Humewood-Cedarvale
2620,2620,Etobicoke,0,0,0,Etobicoke City Centre
2621,2621,Toronto,0,0,0,Brookhaven-Amesbury
2622,2622,Scarborough,0,0,0,Morningside
2623,2623,Toronto,0,0,0,Brookhaven-Amesbury
2624,2624,Scarborough,0,0,0,Clairlea-Birchmount
2625,2625,Toronto,0,0,0,Corso Italia-Davenport
2626,2626,Scarborough,0,0,0,Bendale-Glen Andrew
2627,2627,Scarborough,0,0,0,Milliken
2628,2628,Scarborough,0,0,0,Guildwood
2629,2629,Etobicoke,0,0,0,Humber Bay Shores
2630,2630,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2631,2631,Etobicoke,0,0,0,West Humber-Clairville
2632,2632,Toronto,0,0,0,Clanton Park
2633,2633,Toronto,0,0,0,Brookhaven-Amesbury
2634,2634,Toronto,0,0,0,Oakdale-Beverley Heights
2635,2635,Scarborough,0,0,0,Malvern East
2636,2636,Scarborough,0,0,0,Steeles
2637,2637,Scarborough,0,0,0,Kennedy Park
2638,2638,Scarborough,0,0,0,Morningside Heights
2639,2639,York,0,0,0,Rockcliffe-Smythe
2640,2640,Toronto,0,0,0,Flemingdon Park
2641,2641,Etobicoke,0,0,0,Mimico-Queensway
2642,2642,Scarborough,0,0,0,Wexford/Maryvale
2643,2643,Toronto,0,0,0,Dovercourt Village
2644,2644,Toronto,0,0,0,The Beaches
2645,2645,Toronto,0,0,0,Weston-Pelham Park
2646,2646,Scarborough,0,0,0,Centennial Scarborough
2647,2647,Scarborough,0,0,0,Kennedy Park
2648,2648,Toronto,0,0,0,Newtonbrook West
2649,2649,Toronto,0,0,0,Kensington-Chinatown
2650,2650,Etobicoke,0,0,0,West Humber-Clairville
2651,2651,Etobicoke,0,0,0,Islington
2652,2652,Toronto,0,0,0,Downtown Yonge East
2653,2653,Toronto,0,0,0,Bathurst Manor
2654,2654,Toronto,0,0,0,Flemingdon Park
2655,2655,Toronto,0,0,0,South Parkdale
2656,2656,Scarborough,0,0,0,Kennedy Park
2657,2657,Toronto,0,0,0,Fort York-Liberty Village
2658,2658,Toronto,0,0,0,Downsview
2659,2659,Toronto,0,0,0,Newtonbrook East
2660,2660,Etobicoke,0,0,0,Edenbridge-Humber Valley
2661,2661,Scarborough,0,0,0,West Rouge
2662,2662,Toronto,0,0,0,Pelmo Park-Humberlea
2663,2663,Toronto,0,0,0,Bayview Village
2664,2664,Toronto,0,0,0,Fort York-Liberty Village
2665,2665,Toronto,0,0,0,South Parkdale
2666,2666,Etobicoke,0,0,0,Edenbridge-Humber Valley
2667,2667,York,0,0,0,Caledonia-Fairbank
2668,2668,Toronto,0,0,0,High Park North
2669,2669,York,0,0,0,Mount Dennis
2670,2670,Toronto,0,0,0,Broadview North
2671,2671,Toronto,0,0,0,Downsview
2672,2672,Scarborough,0,0,0,Oakridge
2673,2673,Toronto,0,0,0,Downtown Yonge East
2674,2674,Etobicoke,0,0,0,Humber Heights-Westmount
2675,2675,Scarborough,0,0,0,Kennedy Park
2676,2676,York,0,0,0,Mount Dennis
2677,2677,Toronto,0,0,0,Lawrence Park South
2678,2678,Toronto,0,0,0,Clanton Park
2679,2679,Toronto,0,0,0,South Parkdale
2680,2680,Toronto,0,0,0,Humber Summit
2681,2681,Scarborough,0,0,0,Malvern East
2682,2682,Toronto,0,0,0,Downtown Yonge East
2683,2683,Toronto,0,0,0,Junction Area
2684,2684,Etobicoke,0,0,0,Edenbridge-Humber Valley
2685,2685,Toronto,0,0,0,Kensington-Chinatown
2686,2686,Toronto,0,0,0,North Riverdale
2687,2687,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2688,2688,Toronto,0,0,0,Bridle Path-Sunnybrook-York Mills
2689,2689,York,0,0,0,Beechborough-Greenbrook
2690,2690,Toronto,0,0,0,South Parkdale
2691,2691,Etobicoke,0,0,0,Alderwood
2692,2692,Etobicoke,0,0,0,Humber Heights-Westmount
2693,2693,Etobicoke,0,0,0,Stonegate-Queensway
2694,2694,Toronto,0,0,0,Don Valley Village
2695,2695,York,0,0,0,Oakwood Village
2696,2696,Etobicoke,0,0,0,Alderwood
2697,2697,Toronto,0,0,0,Downsview
2698,2698,Scarborough,0,0,0,West Hill
2699,2699,Toronto,0,0,0,Oakdale-Beverley Heights
2700,2700,Toronto,0,0,0,Humber Summit
2701,2701,Etobicoke,0,0,0,West Humber-Clairville
2702,2702,Toronto,0,0,0,Downtown Yonge East
2703,2703,Etobicoke,0,0,0,Islington
2704,2704,Toronto,0,0,0,Moss Park
2705,2705,Toronto,0,0,0,Little Portugal
2706,2706,Etobicoke,0,0,0,Mimico-Queensway
2707,2707,Toronto,0,0,0,Little Portugal
2708,2708,Toronto,0,0,0,University
2709,2709,Scarborough,0,0,0,Malvern West
2710,2710,Toronto,0,0,0,Pelmo Park-Humberlea
2711,2711,Etobicoke,0,0,0,Humber Bay Shores
2712,2712,Toronto,0,0,0,Westminster-Branson
2713,2713,Scarborough,0,0,0,Eglinton East
2714,2714,Scarborough,0,0,0,Agincourt North
2715,2715,Etobicoke,0,0,0,West Humber-Clairville
2716,2716,Etobicoke,0,0,0,West Humber-Clairville
2717,2717,Etobicoke,0,0,0,Alderwood
2718,2718,Toronto,0,0,0,Yorkdale-Glen Park
2719,2719,Toronto,0,0,0,York University Heights
2720,2720,Etobicoke,0,0,0,Stonegate-Queensway
2721,2721,Toronto,0,0,0,Humber Summit
2722,2722,Toronto,0,0,0,Palmerston-Little Italy
2723,2723,Toronto,0,0,0,High Park-Swansea
2724,2724,Scarborough,0,0,0,Milliken
2725,2725,Toronto,0,0,0,Dufferin Grove
2726,2726,Toronto,0,0,0,Annex
2727,2727,Scarborough,0,0,0,Birchcliffe-Cliffside
2728,2728,Toronto,0,0,0,Westminster-Branson
2729,2729,Scarborough,0,0,0,Golfdale-Cedarbrae-Woburn
2730,2730,Toronto,0,0,0,Glenfield-Jane Heights
2731,2731,Toronto,0,0,0,Bridle Path-Sunnybrook-York Mills
2732,2732,Toronto,0,0,0,Hillcrest Village
2733,2733,Toronto,0,0,0,University
2734,2734,Scarborough,0,0,0,West Rouge
2735,2735,Toronto,0,0,0,Humber Summit
2736,2736,Toronto,0,0,0,Bayview Woods-Steeles
2737,2737,Toronto,0,0,0,Trinity-Bellwoods
2738,2738,Toronto,0,0,0,York University Heights
2739,2739,Etobicoke,0,0,0,Stonegate-Queensway
2740,2740,Toronto,0,0,0,Roncesvalles
2741,2741,Etobicoke,0,0,0,Mount Olive-Silverstone-Jamestown
2742,2742,East York,0,0,0,Old East York
2743,2743,Toronto,0,0,0,Clanton Park
2744,2744,Toronto,0,0,0,Weston-Pelham Park
2745,2745,Etobicoke,0,0,0,Rexdale-Kipling
2746,2746,Scarborough,0,0,0,West Rouge
2747,2747,Toronto,0,0,0,Glenfield-Jane Heights
2748,2748,Scarborough,0,0,0,Morningside Heights
2749,2749,Toronto,0,0,0,Rosedale-Moore Park
2750,2750,Toronto,0,0,0,Little Portugal
2751,2751,Toronto,0,0,0,Danforth East York
2752,2752,Scarborough,0,0,0,Centennial Scarborough
2753,2753,Etobicoke,0,0,0,Long Branch
2754,2754,Scarborough,0,0,0,Scarborough Village
2755,2755,Toronto,0,0,0,Harbourfront-CityPlace
2756,2756,Etobicoke,0,0,0,Thistletown-Beaumond Heights
2757,2757,Scarborough,0,0,0,Kennedy Park
2758,2758,Toronto,0,0,0,Humber Summit
2759,2759,Scarborough,0,0,0,Kennedy Park
2760,2760,Toronto,0,0,0,Harbourfront-CityPlace
2761,2761,Scarborough,0,0,0,Wexford/Maryvale
2762,2762,Toronto,0,0,0,Victoria Village
2763,2763,Toronto,0,0,0,Glenfield-Jane Heights
2764,2764,Scarborough,0,0,0,Woburn North
2765,2765,Toronto,0,0,0,Kensington-Chinatown
2766,2766,Etobicoke,0,0,0,Mount Olive-Silverstone-Jamestown
2767,2767,Toronto,0,0,0,Yonge-St.Clair
2768,2768,Toronto,0,0,0,Cabbagetown-South St.James Town
2769,2769,Toronto,0,0,0,West Queen West
2770,2770,Etobicoke,0,0,0,West Humber-Clairville
2771,2771,Toronto,0,0,0,St Lawrence-East Bayfront-The Islands
2772,2772,Etobicoke,0,0,0,West Humber-Clairville
2773,2773,York,0,0,0,Humewood-Cedarvale
2774,2774,Toronto,0,0,0,Palmerston-Little Italy
